Date,Open,High,Low,Close ,Adj Close ,Volume
29-Apr-21,109.5,110.4,100.9,102,102,"3,778,290"
28-Apr-21,108.5,113.9,106.5,108.5,108.5,"3,972,050"
27-Apr-21,116.8,122.2,112.2,114.6,114.6,"5,162,980"
26-Apr-21,106.9,119.6,105.7,115,115,"7,859,290"
23-Apr-21,100.9,103.8,99.6,101.6,101.6,"2,746,560"
22-Apr-21,99.5,106.5,97.9,99.9,99.9,"4,992,350"
21-Apr-21,92.5,98.1,91.4,97.8,97.8,"2,359,820"
20-Apr-21,97,97.1,90.1,92.8,92.8,"2,700,890"
19-Apr-21,94.8,98.1,93.8,96.6,96.6,"3,281,430"
16-Apr-21,100,100.3,90.9,93.3,93.3,"4,069,670"
15-Apr-21,98.8,102.3,95.8,99,99,"4,519,890"
14-Apr-21,90,98.1,89,93.5,93.5,"5,116,630"
13-Apr-21,86.6,91.2,83.1,88.4,88.4,"4,404,910"
12-Apr-21,94.4,94.9,85.1,86.2,86.2,"5,126,980"
9-Apr-21,96,97.4,92.4,94.2,94.2,"2,925,460"
8-Apr-21,100.1,100.1,95,97.9,97.9,"3,340,870"
7-Apr-21,100.7,101.8,98.5,98.5,98.5,"2,880,430"
6-Apr-21,104,105,100,102,102,"4,406,700"
5-Apr-21,101,112.5,97.2,106.1,106.1,"9,608,230"
1-Apr-21,102.3,102.6,91.5,93.6,93.6,"7,747,390"
31-Mar-21,104,104.7,100.5,102.1,102.1,"2,983,230"
30-Mar-21,103.1,105.2,97.6,103.5,103.5,"3,902,050"
29-Mar-21,103.2,107.6,100.9,103.5,103.5,"3,733,070"
26-Mar-21,112.7,115.3,100.1,102.4,102.4,"8,463,310"
25-Mar-21,89.6,113.2,89.5,109.4,109.4,"13,119,280"
24-Mar-21,108.2,112.1,89.3,90.2,90.2,"8,185,070"
23-Mar-21,114.6,119.3,103.7,106.6,106.6,"8,792,320"
22-Mar-21,131.5,131.9,117.6,124.9,124.9,"8,876,010"
19-Mar-21,141.4,141.8,132.8,139.3,139.3,"15,320,600"
18-Mar-21,143.4,145.4,135.7,140,140,"12,141,800"
17-Mar-21,132.4,136.6,130,135.6,135.6,"7,805,360"
16-Mar-21,136.2,136.2,123.4,130.2,130.2,"12,596,760"
15-Mar-21,121.8,144.9,118.5,140.4,140.4,"27,771,330"
12-Mar-21,101.6,114,99.4,111.6,111.6,"11,114,670"
11-Mar-21,106.5,108.7,99,102.8,102.8,"8,393,360"
10-Mar-21,110.2,124.7,95.1,98.5,98.5,"26,191,860"
9-Mar-21,93.8,107.7,92.2,105,105,"15,041,560"
8-Mar-21,85.3,94.8,83.1,92.9,92.9,"11,434,380"
5-Mar-21,80.8,82.7,76.3,80.5,80.5,"5,973,410"
4-Mar-21,82.5,85.9,75,80.3,80.3,"7,782,260"
3-Mar-21,89.5,91.4,85,85.8,85.8,"5,565,190"
2-Mar-21,91.4,94,85.1,89.3,89.3,"7,813,540"
1-Mar-21,88.6,94.5,84.2,91.8,91.8,"14,358,650"
26-Feb-21,81.9,90.1,76.3,80.1,80.1,"13,702,800"
25-Feb-21,108.9,110,78.5,82.9,82.9,"44,571,740"
24-Feb-21,72.3,98.3,69.9,90.9,90.9,"37,688,180"
23-Feb-21,69.7,78.6,60.1,77,77,"26,487,640"
22-Feb-21,59.3,66.8,57.5,65.5,65.5,"17,340,900"
19-Feb-21,55.4,57.7,55.1,57,57,"4,024,910"
18-Feb-21,58.4,62.5,54.6,55.1,55.1,"13,054,080"
17-Feb-21,55.8,56.2,53.2,55.5,55.5,"3,884,900"
16-Feb-21,60.3,60.5,54.9,56.5,56.5,"6,116,570"
12-Feb-21,57.2,59.7,55.2,55.9,55.9,"4,677,300"
11-Feb-21,56.2,58.5,54.7,56.1,56.1,"5,592,040"
10-Feb-21,57.1,65.9,54.5,58,58,"15,281,080"
9-Feb-21,58.1,58.1,52.6,55,55,"10,258,810"
8-Feb-21,68.8,68.9,57.5,61.8,61.8,"12,817,150"
5-Feb-21,71.7,82.7,65.2,68.3,68.3,"19,709,760"
4-Feb-21,87,87.4,70,70.9,70.9,"16,298,580"
3-Feb-21,88.5,97.7,78.9,89.7,89.7,"22,140,510"
2-Feb-21,94.8,101,60,78.2,78.2,"46,277,590"
1-Feb-21,170,172.5,129.1,133,133,"43,460,800"
29-Jan-21,143.1,160,116,132.6,132.6,"60,219,330"
28-Jan-21,119.8,165,65.1,86.3,86.3,"59,122,390"
