Date,Open,High,Low,Close ,Adj Close ,Volume
22-Jun-21,54.34,54.85,54.26,54.56,49.09,"13,072,800"
21-Jun-21,54.22,54.43,54,54.36,48.91,"14,404,300"
18-Jun-21,54.51,54.62,53.72,53.77,48.38,"31,445,600"
17-Jun-21,54.67,55.15,54.65,54.95,49.45,"10,658,400"
16-Jun-21,55.44,55.46,54.64,54.67,49.19,"15,211,700"
15-Jun-21,55.78,55.79,55.19,55.41,49.86,"11,154,200"
14-Jun-21,0.42 Dividend,,,,,
14-Jun-21,55.69,55.71,55.2,55.55,49.99,"9,710,800"
11-Jun-21,55.99,56.21,55.66,56.16,50.16,"11,825,800"
10-Jun-21,55.91,56.12,55.76,55.91,49.93,"12,444,400"
9-Jun-21,55.75,55.92,55.48,55.48,49.55,"9,838,800"
8-Jun-21,56.25,56.25,55.55,55.65,49.7,"10,968,300"
7-Jun-21,56.31,56.34,55.81,56.04,50.05,"14,010,800"
4-Jun-21,55.9,56.48,55.78,56.24,50.23,"18,935,100"
3-Jun-21,55.18,55.74,55.1,55.64,49.69,"17,364,300"
2-Jun-21,55.5,55.56,55.26,55.5,49.57,"11,328,500"
1-Jun-21,55.34,55.65,55.1,55.28,49.37,"13,304,000"
28-May-21,55.35,55.71,55.2,55.29,49.38,"17,011,600"
27-May-21,55.21,55.57,54.78,55.49,49.56,"59,109,600"
26-May-21,54.98,55.05,54.59,55.03,49.15,"16,064,300"
25-May-21,54.82,54.82,54.35,54.79,48.93,"11,916,500"
24-May-21,54.63,54.93,54.49,54.8,48.94,"10,326,100"
21-May-21,54.8,55.12,54.22,54.62,48.78,"16,033,200"
20-May-21,54.12,54.8,54.12,54.65,48.81,"10,948,400"
19-May-21,54.12,54.18,53.61,54.17,48.38,"15,126,100"
18-May-21,54.39,54.56,54.1,54.34,48.53,"13,232,500"
17-May-21,54.84,55.02,54.5,54.64,48.8,"12,119,800"
14-May-21,54.9,55.1,54.69,54.73,48.88,"11,725,300"
13-May-21,53.97,54.78,53.83,54.51,48.68,"15,475,800"
12-May-21,54.36,54.56,53.88,54.04,48.26,"15,836,500"
11-May-21,55.03,55.14,54.05,54.32,48.51,"12,986,700"
10-May-21,54.88,55.5,54.83,54.91,49.04,"15,545,800"
7-May-21,54.44,54.77,54.16,54.51,48.68,"10,637,500"
6-May-21,54.12,54.61,54.05,54.54,48.71,"11,572,700"
5-May-21,54.14,54.24,53.71,54,48.23,"9,665,900"
4-May-21,54.57,54.62,53.94,54.14,48.35,"14,151,000"
3-May-21,54.27,54.8,54.16,54.48,48.66,"10,417,900"
30-Apr-21,54.25,54.27,53.69,53.98,48.21,"14,912,600"
29-Apr-21,53.54,54.36,53.43,54.26,48.46,"15,391,000"
28-Apr-21,53.98,54.05,53.44,53.59,47.86,"10,868,100"
27-Apr-21,53.56,53.7,53.32,53.58,47.85,"9,852,400"
26-Apr-21,54.47,54.51,53.58,53.66,47.92,"11,684,600"
23-Apr-21,54.4,54.59,54.17,54.47,48.65,"9,020,500"
22-Apr-21,54.47,54.87,54.32,54.44,48.62,"12,558,900"
21-Apr-21,54.24,54.74,54.24,54.61,48.77,"13,866,500"
20-Apr-21,53.84,54.59,53.81,54.17,48.38,"14,419,200"
19-Apr-21,54,54.36,53.3,54,48.23,"19,352,900"
16-Apr-21,53.74,53.8,53.38,53.68,47.94,"17,974,100"
15-Apr-21,53.13,53.66,53.12,53.33,47.63,"13,078,100"
14-Apr-21,52.98,53.19,52.65,53.08,47.41,"9,787,600"
13-Apr-21,53.04,53.29,52.81,53.09,47.41,"11,071,700"
12-Apr-21,53.33,53.55,53.1,53.35,47.65,"8,565,300"
9-Apr-21,53.17,53.28,52.81,53.18,47.5,"10,828,200"
8-Apr-21,53.17,53.38,52.97,53.12,47.44,"9,695,600"
7-Apr-21,53.28,53.5,53.12,53.28,47.58,"10,062,700"
6-Apr-21,53.04,53.65,52.9,53.19,47.5,"15,614,300"
5-Apr-21,52.35,53.22,52.29,52.81,47.16,"16,368,700"
1-Apr-21,52.96,53.15,52.46,52.51,46.9,"15,834,700"
31-Mar-21,53.03,53.17,52.5,52.71,47.08,"15,826,500"
30-Mar-21,53.75,53.79,52.93,53.15,47.47,"14,871,800"
29-Mar-21,52.73,53.94,52.71,53.85,48.09,"17,514,100"
26-Mar-21,52.14,53.11,51.76,53.04,47.37,"17,126,700"
25-Mar-21,51.7,52.06,51.17,52.02,46.46,"17,091,900"
24-Mar-21,51.17,51.89,51.15,51.52,46.01,"14,997,400"
23-Mar-21,50.99,51.65,50.83,51.39,45.9,"16,936,700"
22-Mar-21,50.32,51.08,50.32,51,45.55,"17,911,400"
19-Mar-21,50.46,51.08,50.17,50.81,45.38,"67,845,700"
18-Mar-21,51.06,51.19,50.49,50.57,45.16,"18,007,300"
17-Mar-21,51.25,51.62,51.15,51.24,45.76,"17,502,700"
16-Mar-21,51.2,51.52,51.04,51.22,45.74,"14,214,200"
15-Mar-21,50.5,51.12,50.47,51.03,45.58,"13,411,900"
12-Mar-21,0.42 Dividend,,,,,
12-Mar-21,50.59,50.68,50.2,50.36,44.98,"17,598,600"
11-Mar-21,51.41,51.43,50.81,50.88,45.07,"17,417,700"
10-Mar-21,51.18,51.63,50.72,51.44,45.56,"21,331,600"
9-Mar-21,51.72,51.88,50.82,50.86,45.05,"23,082,700"
8-Mar-21,51.47,52.49,51.16,51.64,45.74,"25,084,900"
5-Mar-21,50.05,50.95,49.9,50.79,44.99,"21,310,800"
4-Mar-21,50.31,51.09,49.62,49.94,44.23,"22,036,400"
3-Mar-21,49.72,50.56,49.71,49.98,44.27,"15,410,700"
2-Mar-21,49.84,50.56,49.7,50.1,44.38,"11,755,100"
1-Mar-21,49.44,50.44,49.4,49.9,44.2,"13,901,200"
26-Feb-21,50.2,50.21,48.97,48.99,43.39,"23,638,400"
25-Feb-21,50.47,50.75,49.98,50.17,44.44,"14,211,100"
24-Feb-21,50.39,50.9,50.13,50.71,44.92,"14,442,000"
23-Feb-21,51,51.51,50.42,50.54,44.76,"16,222,300"
22-Feb-21,49.85,50.88,49.67,50.63,44.84,"14,370,900"
19-Feb-21,50.79,50.83,49.97,50.11,44.38,"15,968,800"
18-Feb-21,50.16,50.85,50.03,50.77,44.97,"12,747,100"
17-Feb-21,50,50.49,49.89,50.13,44.4,"12,794,300"
16-Feb-21,50.62,50.72,50.16,50.27,44.53,"15,093,400"
12-Feb-21,50.57,50.85,50.39,50.69,44.9,"13,137,100"
11-Feb-21,49.81,50.59,49.8,50.3,44.55,"21,928,600"
10-Feb-21,50.41,50.58,49.53,49.6,43.93,"22,965,400"
9-Feb-21,49.85,50.02,49.63,49.7,44.02,"14,592,900"
8-Feb-21,49.96,50.17,49.49,49.92,44.22,"17,833,200"
5-Feb-21,49.5,49.78,49.27,49.65,43.98,"12,742,000"
4-Feb-21,48.96,49.07,48.65,49.01,43.41,"20,597,400"
3-Feb-21,48.95,49.09,48.67,48.77,43.2,"12,274,100"
2-Feb-21,48.8,49.35,48.63,48.96,43.37,"13,319,800"
1-Feb-21,48.27,48.69,48.18,48.48,42.94,"12,183,600"
29-Jan-21,49.03,49.12,48.11,48.15,42.65,"18,670,300"
28-Jan-21,48.69,49.5,48.61,49.15,43.53,"17,498,900"
