Date,Open,High,Low,Close ,Adj Close ,Volume
21-Apr-21,39.6,40.74,38.98,39.63,39.63,"15,251,200"
20-Apr-21,41.03,41.22,38.34,39.63,39.63,"18,634,400"
19-Apr-21,42.95,43.8,40.58,41.09,41.09,"42,080,800"
16-Apr-21,39,40.05,37.81,38.67,38.67,"20,858,800"
15-Apr-21,40.75,41.56,38.2,39.11,39.11,"31,427,200"
14-Apr-21,35.89,43.52,35.75,41.63,41.63,"84,552,400"
13-Apr-21,35.47,36.35,33,35.25,35.25,"27,227,600"
12-Apr-21,39.53,40.97,33.75,35.27,35.27,"66,734,400"
9-Apr-21,42.42,42.9,38.25,39.59,39.59,"37,849,600"
8-Apr-21,46.47,46.47,41.08,42.56,42.56,"40,189,600"
7-Apr-21,45.81,46.13,44.03,44.49,44.49,"19,073,200"
6-Apr-21,46.3,48,45.89,46.13,46.13,"24,873,200"
5-Apr-21,42.75,48.75,41.2,46.74,46.74,"56,282,000"
1-Apr-21,48.34,49.24,45.9,47.86,47.86,"37,337,200"
31-Mar-21,49.38,49.87,46.78,47.46,47.46,"33,575,200"
30-Mar-21,46.88,51.08,45.5,48.62,48.62,"68,379,600"
29-Mar-21,45.19,48.48,43.38,45.33,45.33,"40,168,800"
26-Mar-21,49.42,54.73,40.81,45.25,45.25,"149,722,800"
25-Mar-21,30.87,46.88,29.23,45.94,45.94,"203,849,200"
24-Mar-21,39.49,41.74,29.66,30.08,30.08,"96,711,600"
23-Mar-21,49.38,50.44,44.39,45.44,45.44,"57,716,400"
22-Mar-21,51.31,52.59,46.55,48.62,48.62,"40,246,000"
19-Mar-21,48.93,56.75,45.67,50.07,50.07,"98,709,200"
18-Mar-21,53.5,54.72,48.91,50.44,50.44,"47,059,600"
17-Mar-21,54.46,57.87,51,52.45,52.45,"65,926,400"
16-Mar-21,50.79,55.17,43.09,52.04,52.04,"141,691,600"
15-Mar-21,69.38,70.75,51.5,55.03,55.03,"96,401,600"
12-Mar-21,68.75,73.88,65.57,66.13,66.13,"103,383,600"
11-Mar-21,60.41,70.38,58.15,65,65,"113,250,000"
10-Mar-21,67.36,87.13,43,66.25,66.25,"286,282,400"
9-Mar-21,54.43,62.46,52.13,61.72,61.72,"156,397,200"
8-Mar-21,38.72,52.72,36.53,48.63,48.63,"254,262,400"
5-Mar-21,32.04,37.88,31.88,34.44,34.44,"122,934,800"
4-Mar-21,31.25,36.97,28.83,33.09,33.09,"130,427,600"
3-Mar-21,30.63,31.94,28.28,31.05,31.05,"77,095,600"
2-Mar-21,29.23,33.3,28.05,29.55,29.55,"135,132,000"
1-Mar-21,26.14,33.5,24.99,30.1,30.1,"199,176,000"
26-Feb-21,29.36,35.72,21.5,25.43,25.43,"368,776,800"
25-Feb-21,42.39,46.17,25.25,27.18,27.18,"601,235,200"
24-Feb-21,11.18,22.93,11.18,22.93,22.93,"332,446,800"
23-Feb-21,11.24,11.56,10,11.24,11.24,"30,260,800"
22-Feb-21,11.67,12.13,10.6,11.5,11.5,"77,904,000"
19-Feb-21,10.32,10.97,9.63,10.15,10.15,"59,312,800"
18-Feb-21,12.12,12.22,10.16,10.17,10.17,"95,962,400"
17-Feb-21,12.44,12.8,11.14,11.48,11.48,"36,747,200"
16-Feb-21,13.16,13.38,12.26,12.38,12.38,"32,700,000"
12-Feb-21,12.69,13.81,12.01,13.1,13.1,"58,293,200"
11-Feb-21,12.5,13.83,12.06,12.77,12.77,"52,226,800"
10-Feb-21,12.69,15.71,11.64,12.8,12.8,"145,820,000"
9-Feb-21,14.15,14.25,11.63,12.58,12.58,"107,372,400"
8-Feb-21,18.1,18.17,14.51,15,15,"102,749,200"
5-Feb-21,13.51,23.75,12.77,15.94,15.94,"325,380,000"
4-Feb-21,22.8,22.88,13.33,13.38,13.38,"249,709,200"
3-Feb-21,28,28.35,21.31,23.1,23.1,"170,794,000"
2-Feb-21,35.19,39.5,18.56,22.5,22.5,"312,732,400"
1-Feb-21,79.14,80.5,53,56.25,56.25,"149,528,800"
29-Jan-21,94.93,103.5,62.5,81.25,81.25,"202,264,400"
28-Jan-21,66.25,120.75,28.06,48.4,48.4,"235,263,200"
